text,label
Jeriken yang diperoleh bapaknya dari kapal Belanda itu bahkan sudah berat tanpa isinya.,eyd
"Tanpa alas kaki, Sri harus berjalan hati-hati di jalan setapak yang dipenuhi bongkahan karang mati tajam, menyeret jeriken yang terbuat dari besi.",eyd
"Setengah jam tersengal berjuang melintasi padang rumput, Sri tiba di pantai.",eyd
"Menaikkan jeriken, melepas tali ikatan perahu.",eyd
Kembali mendayung dengan sisa tenaga.,eyd
"Ombak laut semakin kencang, Sri harus konsentrasi penuh, memastikan perahunya tidak terseret ke arah lain, atau lebih serius perahu terbalik.",eyd
"Nafasnya menderu kencang, berkali-kali memperbaiki anak rambut dan menyeka wajah.",eyd
"Setengah jam lagi berlalu, dia berhasil menyeberang.",eyd
"Sri mengikatkan perahu di tiang dermaga, menyeret jerikan berisi air bersih ke rumah.",eyd
Nusi Maratta berkacak pinggang menungguinya di teras depan.,eyd
"Pemalas!"" Nusi Maratta membentak, ""Kamu berjalan seperti siput, aku sudah haus sejak tadi.""",eyd
Sri mengangguk.,eyd
Tertatih mengangkat jeriken menuju dapur.,eyd
"Akhirnya, setelah perjalanan dua jam, dia berhasil membawa pulang air bersih.",eyd
"Sri menghembuskan nafas lega, meraih ceret, dia bisa menjerang air sekarang, sekaligus menyiapkan masakan lainnya.",eyd
"Tilamuta belum tidur, perutnya lapar.",eyd
"Anak kecil itu takut- takut mengintip dapur, melihat kakak tirinya sedang memasak kerang.",eyd
Aroma lezat memenuhi rumah panggung.,eyd
"Sri menoleh, ingin memanggil Tilamuta agar mendekat, menemaninya memasak, tapi dia takut ibu tirinya kembali mengamuk.",eyd
"Lebih baik diam, hingga tugasnya selesai.",eyd
"Pukul sepuluh malam, saat penduduk kampung telah tidur lelap, masakan siap di atas meja.",eyd
Nusi Maratta dan Tilamuta makan duluan.,eyd
Sri membereskan alat-alat masak.,eyd
"Sesekali saat Sri melintasi meja makan, dia bersitatap dengan Tilamuta.",eyd
Sri bertanya lewat tatapan mata.,eyd
"Tilamuta mengangguk, mulutnya penuh.",eyd
"Selesai makan, tanpa banyak bicara, Nusi Maratta meninggalkan meja dapur, menyeret Tilamuta agar masuk kamar.",eyd
"Tinggallah Sri sendirian, menghela nafas, menatap meja dengan tatapan nanar.",eyd
"Tadi dia berharap bisa makan setelah Ibu tirinya pergi, lihatlah, nasi di periuk telah habis, juga mangkok berisi kerang saus pedas.",eyd
"Nusi Maratta menghabiskan semuanya, sama sekali tidak merasa perlu menyisakan buat anak tirinya.",eyd
Dia lapar sekali.,eyd
Apalagi setelah berjuang mengambil air di seberang.,eyd
Tidakkah Ibu tirinya sedikit saja mau mengasihaninya?,eyd
Tidakkah Ibunya sekali saja mau peduli padanya?,eyd
"Sri menggigit bibir, segera mengusir pikiran jelek melintas di kepalanya.",eyd
"Tidak apa, tidak apa....",eyd
"Sri menunduk membujuk hatinya, setidaknya Tilamuta malam ini tidur dengan perut kenyang.",eyd
Itu lebih dari cukup.,eyd
"Dulu bapaknya berpesan, selain selalu patuh pada Ibunya, agar dia menjaga Tilamuta.",eyd
"Di luar, tetes air pertama mengenai atap seng.",eyd
Hujan deras kembali turun.,eyd
"Sri ingat sesuatu, dia bergegas menarik ember besar kosong keluar, dia harus menampung air hujan.",eyd
"Esoknya, jam weker alamiah di tubuh Sri tidak bekerja.",eyd
"Dia baru bangun saat Ibu tirinya berteriak marah, kasar menggerakkan tubuhnya.",eyd
"""Bangun, Pemalas!!""",eyd
Sri membuka matanya.,eyd
Apakah ini sudah pukul empat pagi?,eyd
Mengeluh tertahan.,eyd
Seluruh tubuhnya terasa nyeri— seperti ditusuk ribuan jarum.,eyd
"""Bangun atau aku siram dengan air!"" Nusi Maratta mengancam.",eyd
"Sri susah-payah beranjak duduk, nafasnya terasa panas, kerongkongannya sakit.",eyd
"""Siapkan sarapan!",eyd
"Kamu bukan puteri raja yang kerjanya tiduran."" Nusi Maratta berseru—tidak peduli menyaksikan wajah anak tirinya yang meringis.",eyd
"Sri mengangguk, dia turun dari dipan.",eyd
"Tubuhnya sedikit terhuyung, berpegangan ke dinding.",eyd
"Pagi itu, Sri jatuh sakit.",eyd
"Sebenarnya jamak bagi anak-anak kampung nelayan sakit, mulai dari muntaber, malaria hingga demam berdarah, dengan kebiasaan penduduk kampung nelayan buang air besar langsung ke lautan, juga sampah yang dibuang sembarangan, penyakit dengan mudah menyebar.",eyd
"Lima tahun terakhir, Sri sering jatuh sakit, tapi tidak pernah seserius kali ini.",eyd
Awalnya Sri menduga itu hanya sakit biasa.,eyd
"Dia tetap memaksakan diri bekerja di dapur, menyiapkan makanan, mencuci, menjemur pakaian.",eyd
Pukul sembilan dia pamit bilang hendak mencari kerang lagi.,eyd
"Tapi persis baru turun dari anak tangga, tubuhnya roboh.",eyd
Dia jatuh pingsan.,eyd
Ode dan beberapa tetangga yang melihatnya membopong tubuh Sri ke atas.,eyd
Nusi Maratta hanya menatap datar.,eyd
Sama sekali tidak tergerak hatinya.,eyd
"Tilamuta takut-takut mendekati Sri, menatap kasihan kakak tirinya.",eyd
"Hanya karena di ruang tengah masih ada beberapa tetangga, Nusi Maratta tidak berteriak menyuruh Tilamuta masuk kamar.",eyd
"Kondisi Sri terus memburuk malamnya, dia menggigil kedinginan.",eyd
Selimut tipis lusuh tidak kuasa mengusir rasa dingin yang menusuk sumsum tulang.,eyd
"Nusi Maratta jangankan membantu mengambilkan air minum, apalagi memberikan obat, dia tidak peduli.",eyd
"Dia terus mengomel panjang lebar, bicara tentang betapa merepotkan mengurus Sri, lagi-lagi mengungkit julukan 'anak yang dikutuk'.",eyd
"Ode menjenguk Sri, sambil membawa makanan.",eyd
Gadis usia lima belas tahun itu nampak mengenaskan.,eyd
"Tubuhnya lemah, bibirnya pucat, bicaranya antara terdengar dan tidak.",eyd
Hari itu Sri hanya tidur di atas dipan.,eyd
"Entah itu kabar baik atau kabar buruk baginya, mengingat, inilah kali pertama dia 'bebas' mengerjakan perintah dari ibu tirinya selama 24 jam penuh.",eyd
"Malam hari kedua, tubuh Sri semakin lemah.",eyd
"Ode kembali datang, kali ini dia tidak sendirian.",eyd
"Kepala Kampung tidak tahan lagi, sesuai laporan Ode, dia akhirnya mendatangi rumah Nusi Maratta bersama istri dan tetua Pulau Bungin, membujuk agar Sri boleh dibawa ke rumahnya.",eyd
"""Ini bukan urusan kalian.",eyd
"Juga bukan urusan Kepala Kampung."" Nusi Maratta berseru beringas.",eyd
"""Dia sakit parah, Nusi."" Istri Kepala Kampung membujuk.",eyd
"""Aku tahu dia sakit.",eyd
Tapi tidak separah itu.,eyd
Dia akan baik- baik saja.,eyd
"Kalian semua pulang, tinggalkan rumah ini.",eyd
"Jangan campuri urusan keluargaku."" Nusi Maratta melotot, wajahnya merah padam.",eyd
""" Astagfirullah , Nak.",eyd
Kami tidak ingin ikut campur urusan keluargamu.,eyd
Kami hanya ingin membantu.,eyd
"Bertahun- tahun Sri diperlakukan kasar, apakah kami pernah ikut campur?",eyd
"Tapi kali ini, ijinkan dukun merawat Sri, anak itu membutuhkan pertolongan, atau—""",eyd
"""Atau apa?"" Suara Nusi Maratta menyalak.",eyd
"""Atau aku terpaksa melapor ke pegawai pemerintah di Sumbawa Besar, dan urusan ini akan panjang.",eyd
"Bekas pecutan di tubuh Sri cukup untuk membuat masalah ini jadi kemana-mana."" Kepala Kampung berkata tegas.",eyd
Nusi Maratta terdiam.,eyd
Ruang depan lengang.,eyd
"Malam itu, sebagai jalan tengah, Nusi Maratta mengijinkan dukun memeriksa kondisi Sri.",eyd
"Tidak ada obat modern yang bisa diberikan, tapi dukun menyuruh Sri banyak- banyak minum air putih, untuk memastikan cairan tubuhnya cukup.",eyd
"Juga menyuruh istri kepala kemapung menyiapkan bubur nasi, sup hangat, buah-buahan.",eyd
Sri membutuhkan asupan gizi.,eyd
Istri kepala kampung dan Ode sementara waktu menunggui Sri di rumah panggung besar itu.,eyd
"Dua malam berikutnya, gadis kecil itu menggigil di atas dipan.",eyd
Malam terakhir iba sekali melihatnya begitu tidak berdaya.,eyd
"Di bawah kerlip lampu teplok, wajah Sri yang tersengal terlihat biru.",eyd
Nafasnya sudah satu-dua. badannya panas sekali.,eyd
Ode cemas Sri akan kenapa-napa.,eyd
"Tapi istri kepala kampung berbisik yakin, sambil terus meletakkan kompres di kepala Sri.",eyd
Sri akan bertahan.,eyd
Tidak ada yang bisa mengalahkan kesabaran hati seorang Sri Ningsih.,eyd
"Jika kita bisa menyaksikannya, dari tubuhnya sekarang menguar cahaya kesabaran yang indah.",eyd
"Jangan cemas, Sri akan sembuh."" Ibu Ode berbisik—sambil menyeka air mata di pipi.",eyd
Ode menggigit bibir.,eyd
"Esok pagi, saat yang lain masih tertidur lelap.",eyd
Jam alamiah di tubuh Sri kembali bekerja.,eyd
Dia terbangun persis pukul empat subuh.,eyd
Mengerjap-ngerjap.,eyd
"Tubuhnya mulai pulih, wajahnya mulai merona, gadis kecil itu beranjak duduk.",eyd
Sri Ningsih telah melewati fase kritis.,eyd
Dia tadi bermimpi bertemu dengan Bapaknya.,eyd
Dalam mimpi itu.,eyd
"Bapaknya mengelus rambutnya yang berantakan, sambil berkata lembut, ""Bangunlah, Sri.",eyd
Kamu adalah anak yang kuat.,eyd
"Besok lusa, kamu akan melihat dunia luas.",eyd
"Kamu tidak akan menghabiskan hidupmu di pulau kecil kita.""",eyd
"Dua hari membaik, Sri kembali menyibukkan diri.",eyd
"Istri kepala kampung menyuruhnya banyak istirahat, tapi Sri tidak mendengarkan.",eyd
Bilang bosan hanya tiduran di atas dipan.,eyd
Mulai mengerjakan tugasnya di rumah.,eyd
"""Anak itu keras kepala sama seperti Bapaknya.",eyd
"Tidak ada yang bisa mencegahnya jika niatnya sudah bulat."" Kepala kampung menghela nafas menerima melapor, ""Pastikan saja dia belum mencari ikan atau teripang di laut.",eyd
"Suruh Ode mengawasi agar Sri tidak kemana-mana.""",eyd
Istri kepala kampung mengangguk.,eyd
"Perangai buruk Nusi Maratta dua hari terakhir juga tidak terlalu nampak, dia lebih sering mengurung diri di kamar, tidur atau berdiam diri di kamar seharian.",eyd
Membiarkan Tilamuta bermain sendirian.,eyd
"Makanan di rumah banyak, istri kepala kampung dan tetangga lain rajin membawa rantang makanan, Tilamuta bisa makan dengan kenyang.",eyd
Sri juga tidak perlu repot mencari uang sementara waktu.,eyd
Sri hanya membereskan pekerjaan rumah.,eyd
Tapi sore hari ketiga.,eyd
Ode tergopoh melapor.,eyd
"""Sri tidak ada di rumah.",eyd
"Pak!"" ""Apa maksudmu.",eyd
"Bukankah itu tugasmu memastikan dia hanya di rumah saja?""",eyd
"""Aku selalu berjaga di tangga depan.",eyd
"Sungguh, tidak lalai walau semenit.",eyd
"Tapi Sri sepertinya pergi lewat tangga belakang, dia meminjam perahu tetangga, langsung naik ke perahu tanpa terlihat.""",eyd
"""Ya Tuhan, anak itu belum sembuh benar.",eyd
Bagaimana kalau dia pingsan di atas perahu?,eyd
Terjatuh ke laut.,eyd
Cari anak itu sampai dapat.,eyd
"Atau kamu akan kena pecut rotan seperti Nusi memecut Sri selama ini."" Kepala kampung berseru tegas.",eyd
"Ode tidak perlu disuruh dua kali, bergegas balik kanan, berlarian mulai mencari.",eyd
Kepala kampung juga menyuruh beberapa pemuda tanggung lain yang sedang memperbaiki jaring di dermaga untuk mencari Sri Ningsih di seluruh pulau.,eyd
"Satu jam berlalu, pencarian itu sia-sia.",eyd
Ode yang hafal kebiasaan Sri tidak menemukannya.,eyd
"Sri tidak ada di laut sekitar Pulau, tempat dia mencari ikan, teripang atau teethe selama ini.",eyd
"Juga tidak di pantai yang sedang surut, Sri tidak mencari kerang kepah.",eyd
"Ode memakai perahunya, memutuskan menyeberang, menuju sumur—boleh jadi Sri mengambil air bersih.",eyd
"Tidak ada siapa-siapa di sumur, hanya beberapa ekor rusa liar yang berlarian menjauh saat melihat Ode.",eyd
Ode menyeka peluh di leher.,eyd
Kemana Sri pergi?,eyd
"Pemuda tanggung lain juga tidak menemukan Sri, dia tidak ada di rumah-rumah penduduk lain.",eyd
Juga tidak ada di pulau- pulau terdekat.,eyd
"Kepala kampung yang menerima laporan menghembuskan nafas cemas, menyuruh terus mencari.",eyd
"Saat Ode terus mengayuh dayung, mencari perahu yang boleh jadi terikat di pinggir pantai, gadis usia lima belas tahun itu sedang duduk di samping pusara Ibunya.",eyd
Pemakaman kampung seberang.,eyd
"Pukul lima sore, matahari mulai menyentuh kaki langit.",eyd
"Awan putih lembut terlihat jingga, juga permukaan laut, ombak bergelung di pasir.",eyd
Burung camar terbang rendah.,eyd
Sri menunduk menatap pusara Ibunya.,eyd
Sri berbisik tanpa suara.,eyd
Sri rindu pada Ibu.,eyd
"Meski Sri tidak pernah tahu bagaimana rupa wajah Ibu, juga tidak tahu bagaimana suara Ibu.",eyd
Maafkan Sri sudah lama tidak menjenguk Ibu.,eyd
"Gadis pendek, gempal dan hitam itu mengeluarkan dua lembar foto dari saku baju lusuhnya.",eyd
Foto-foto yang diambil saat usianya masih enam tahun.,eyd
Bapak mengajaknya berfoto di atas perahu kecil milik mereka dengan nama SRI di dinding depan—satu lagi foto dia sendirian.,eyd
"Foto itu diambil kenalan Bapak yang berkunjung dari Surabaya, berlatar gerbang pulau ""Bungin"".",eyd
Sri menatap lamat-lamat foto itu.,eyd
"Ibu, bukankah ini terlihat 'lucu'?",eyd
"Sri pirnya foto Bapak, hafal senyum Bapak, bisa melukis wajahnya bisa mengingat suaranya menjelang tidur, tapi Sri tidak tahu di mana makam Bapak.",eyd
"Sebaliknya, Sri tidak tahu bagaimana rupa Ibu, tidak tahu seberapa cantik Ibu, seberapa merdu suara Ibu, tapi Sri tahu dimana pusara Ibu.",eyd
"Atau jangan- jangan, hidup ini memang dipenuhi hal-hal 'menggelikan' seperti ini?",eyd
"Sri mendongak, menyeka ujung matanya.",eyd
"Dia sudah berjanji tidak akan menangis, tapi entah kenapa, matanya basah dengan sendirinya.",eyd
Sebuah dokar melintas di jalan dekat pemakaman.,eyd
"Pemakaman itu berada dekat jalan menuju kota kecamatan, sesekali dokar lewat di sana.",eyd
Sri memperbaiki rambutnya yang ditiup angin sore.,eyd
Dia tiba-tiba teringat sekolahnya dulu.,eyd
"Ibu, maafkan Sri, sudah lima tahun terakhir Sri berhenti sekolah.",eyd
"Sri ingin sekali pergi sekolah, tapi itu tidak mungkin lagi.",eyd
"Entah apa kabar Tuan Guru Bajang sekarang, apa kabar teman-temannya, apakah mereka sudah melanjutkan sekolah di kota lebih besar.",eyd
Juga entah apa kabar dokar milik keluarganya yang telah disita.,eyd
"Ibu ingin melihat Sri menjadi orang yang berpendidikan, mengelilingi dunia, tapi itu tidak mungkin Sri lakukan sekarang.",eyd
Gadis itu menyeka hidungnya yang kedat.,eyd
Tetapi Sri berjanji.,eyd
Sri akan selalu mengingat nasehat Bapak.,eyd
"Sri akan menjadi anak yang patuh, menurut.",eyd
Sri akan menjadi anak yang sabar apapun yang terjadi.,eyd
"Ibu, apakah sabar memiliki batasannya?",eyd
"Itu sering Sri tanyakan saat sendirian, seberapa lama kita harus bersabar?",eyd
Sri tidak tahu jawabannya.,eyd
Gadis itu mengeluarkan keranjang anyaman bambu yang tadi dia isi dengan bunga melati.,eyd
Perlahan menaburkan bunga itu di atas pusara Ibunya.,eyd
Matahari semakin tumbang di kaki langit.,eyd
Sri bangkit berdiri.,eyd
"Saatnya dia pulang, sebelum kemalaman.",eyd
"Besok lusa, jika memungkinkan, Sri berjanji akan menaburkan ribuan bunga melati di laut untuk pusara Bapak.",eyd
"Sri tidak tahu di mana lokasi persisnya, tapi jika bunga itu terombang-ambing di bawa ombak, boleh jadi akan tiba di tempat kapal Bapak tenggelam.",eyd
Gadis itu melangkah meninggalkan pemakaman.,eyd
"Saat itulah, secara serempak sesuatu sedang terjadi di Pulau Bungin.",eyd
"Bukan kepala kampung yang semakin cemas, juga bukan Ode yang merutuk sebal tidak berhasil menemukan Sri.",eyd
Melainkan kejadian di rumah panggung besar itu.,eyd
"Beberapa menit lalu, Tilamuta yang bermain sendirian tanpa diawasi di dapur tidak sengaja menyenggol lampu teplok yang dia nyalakan.",eyd
"Minyak tanah menggenangi lantai, api menyambar cepat.",eyd
"Tilamuta terkejut, dia bergegas mengambil ember, menyiram nyala api.",eyd
"Lantas karena takut ketahuan Ibunya, Tilamuta segera kembali ke kamar Ibunya, beranjak pura-pura tidur di samping Ibunya—yang masih lelap.",eyd
Tilamuta tidak tahu jika api masih menyala.,eyd
Siraman air tidak memadamkan seluruhnya.,eyd
"Sisa nyala api itu kecil, tapi dengan tumpahan minyak tanah, segera membesar, bergemeretuk melalap lantai yang terbuat dari papan.",eyd
"Cepat sekali amuk api melalap lantai kayu, menyusul dinding dapur, meja, kursi, atap.",eyd
"Terus membesar, bergerak buas dari dapur menuju ruang tengah dan kamar-kamar lainnya.",eyd
"Nusi Maratta tidak menyadari bahaya yang mengancam, Tilamuta terus berpura-pura tidur.",eyd
Sri sudah separuh jalan menuju Pulau Bungin saat api membumbung tinggi.,eyd
"""Astaga, Sri!!!",eyd
"Dari mana saja?"" Ode yang mengayuh dayung dan melihat perahu Sri melintas berhasil memotong perahunya.",eyd
"""Aku dari pemakaman."" Sri menjawab pelan.",eyd
"""Kamu harusnya bilang kalau hendak meninggalkan rumah!"" Ode mengomel, ""Seluruh kampung mencarimu, tahu.""",eyd
"""Aku sebenarnya mau bilang.",eyd
"Tapi kamu pasti melarangku.""",eyd
Jika menurutkan kesalnya.,eyd
"Ode mau terus mengomel, tapi dia teringat tabiat buruk Nusi Maratta—dia tidak mau jadi seperti itu.",eyd
"""Itu asap apa?"" Sri menatap Pulau Bungin, asap hitam mengepul dari sisi timur pulau.",eyd
"""Ada yang terbakar."" Suara Ode tercekat.",eyd
"Menilik asalnya, kebakaran itu tidak jauh dari dermaga.",eyd
Apa yang terbakar?,eyd
Itu bukan asap dari sampah yang dibakar.,eyd
"""Bergegas, Sri."" Ode mendayung perahunya.",eyd
Dua perahu kecil itu melaju menuju dermaga.,eyd
"Kepulan asap hitam semakin banyak, itu kebakaran besar.",eyd
Perahu belum sempurna merapat di dermaga.,eyd
"Ode telah loncat turun, berlarian kecil.",eyd
"Nanti-nanti saja mengikat perahu, lautan sedang tenang, perahu tidak akan terbawa arus ombak.",eyd
"""Apa yang terbakar?"" Ode bertanya pada kerumunan.",eyd
"Penduduk sudah ramai di sana, sebagian besar membawa ember, berjibaku memadamkan api, sebagian lagi memastikan api tidak menyebar kemana-mana, menyiram rumah panggung lain agar basah.",eyd
"Dengan jarak rumah rapat, bunga api mudah sekali loncat.",eyd
"Seruan-seruan panik terdengar, teriakan kepala kampung memberi perintah, bercampur aduk dengan keluhan tertahan dan mengaduh menyaksikan api yang semakin tinggi.",eyd
"""Apa yang terbakar?"" Ode menyibak kerumunan, maju hingga ke garis terdepan.",eyd
"""Rumah milik keluarga Nugroho."" Seseorang menjawab.",eyd
Sri juga sudah tiba di sana.,eyd
Tubuhnya membeku seketika.,eyd
Dia menatap ngeri nyala api yang sudah melalap bagian belakang rumah besar milik bapaknya.,eyd
Asap pekat membumbung dari atap sirap.,eyd
"""Dimana Tilamuta?"" Sri tercekat bertanya—teringat sesuatu.",eyd
Tidak ada yang bisa menjawab pertanyaan itu.,eyd
"Karena sejak tadi, penduduk juga tidak menemukan Nusi Maratta dan Tilamuta.",eyd
"""DIMANA TILAMUTA DAN IBUKU!!"" Sri berteriak kalap.",eyd
"""Sepertinya mereka terjebak di dalam, Sri."" Salah-satu dari pemuda yang terus menyiramkan air dari ember memberitahu.",eyd
"Gadis usia empat belas tahun itu bahkan tidak perlu berpikir dua kali, seperti banteng terluka dia lari menuju anak tangga.",eyd
"""Apa yang kamu lakukan, Sri?"" Salah-satu pemuda memegang tangannya.",eyd
"Aku harus naik.""",eyd
"""Tidak ada yang boleh naik ke sana, Sri.",eyd
"Api sudah terlalu besar."" ""Lepaskan!!",eyd
"Aku harus ke sana."" Sri membentak, wajahnya merah padam.",eyd
Bahkan di sini saja sudah panas sekali.,eyd
"Itu bunuh diri, tadi beberapa pemuda juga sudah berusaha naik.",eyd
"Kita juga tidak tahu persis di mana Ibu tirimu dan Tilamuta berada.""",eyd
"Sri menghentakkan tangannya, berhasil, pegangan itu terlepas.",eyd
"Dia tidak peduli, dia harus menyelamatkan Tilamuta dan Nusi Maratta.",eyd
"Sebelum pemuda lain berhasil mencegahnya, Sri berlarian menaiki anak tangga.",eyd
Puluhan penduduk Pulau Bungin menatap terpana.,eyd
Satu-dua ibu- ibu menjerit ngeri.,eyd
"Sri seperti banteng terluka, lompat ke gelanggang kobaran api.",eyd
Kejadian itu akan selalu dikenang oleh orang-orang yang melihatnya bertahun-tahun kemudian.,eyd
"Saat Sri menendang pintu depan, kemudian masuk ke tengah kepulan asap dan nyala api.",eyd
"Sri mendesis, dia harus mencari Tilamuta dan Ibunya segera.",eyd
"Dia tahu di mana mereka, kamar depan.",eyd
Gerakan Sri lincah melewati nyala api di lantai.,eyd
Sesekali dia menghindari potongan kayu yang terjatuh.,eyd
"Matanya perih, kulitnya seperti akan mengelupas, juga terbatuk-batuk, susah sekali bernafas, tapi Sri tidak peduli.",eyd
"Dia tiba di pintu kamar depan, mendorongnya.",eyd
Pintu itu terjepit sesuatu.,eyd
Tidak bisa dibuka.,eyd
Sri menendangnya.,eyd
Pintu itu tetap terjepit.,eyd
"Sri menoleh, melihat kursi kayu, dia berlari mengambil kursi itu, kemudian menghantamkannya ke pintu.",eyd
"Satu kali, dua kali, kursi itu lebih dulu hancur, tidak cukup kuat untuk menjebol pintu.",eyd
"Sri meremas jemarinya, berpikir cepat, sudut matanya melihat balok kayu yang jatuh dari atap.",eyd
"Itu cukup besar, meski sebagian sudah terbakar, gadis itu mengangkatnya, tangannya melepuh, dia menggigit bibir menahan rasa sakit.",eyd
Menghantamkan balok kayu sekuat mungkin.,eyd
Kali ini pintu kamar terbuka.,eyd
Asap pekat menyambutnya.,eyd
Sri kembali terbatuk.,eyd
"TILAMUTA!!"" Sri berteriak memanggil, kepalanya menunduk, tangannya menepis asap.",eyd
"Lihatlah, dipojok kamar, Tilamuta sedang meringkuk ketakutan.",eyd
"Api sudah membakar dinding yang menghadap keluar, menyisakan satu pojok yang aman.",eyd
"Sementara Nusi Maratta terbaring di dipan, kakinya tertimpa potongan papan.",eyd
Dia tidak bisa kemana-mana.,eyd
Sri berlarian mengambil adiknya.,eyd
"""Kamu tidak apa-apa, Tilamut?""",eyd
Tilamuta meringis.,eyd
"Berpegangan erat."" Sri menggendong adiknya di punggung.",eyd
"Kemudian mendekati dipan, berusaha menarik tangan Ibunya.",eyd
"""Pergilah, Sri!"" Nusi Maratta berkata lemah.",eyd
"Kita harus segera keluar.""",eyd
"""Ibu tidak bisa kemana-mana, Sri."" Nusi Maratta menggeleng, menunjuk pahanya yang tertimpa potongan papan, dipan juga mulai terbakar.",eyd
"""Selamatkan adikmu, Sri."" Suara Nusi Maratta bergetar.",eyd
Sri menatap wajah Ibu tirinya.,eyd
"Setelah sekian lama, sore itu, Nusi Maratta untuk pertama kalinya bisa menatap secara utuh wajah Sri.",eyd
Menyaksikan dengan akurat ekspresi wajah Sri yang selama ini lebih banyak menunduk.,eyd
"Lihatlah, tidak ada kebencian di mata Sri, tidak ada dendam kesumat, meski dia diperlakukan buruk lima tahun terakhir.",eyd
"Anak tirinya justeru mengulurkan tangan, amat tulus hendak menolongnya.",eyd
"Waktu kita tidak banyak."" Sri mendesak, mulai panik.",eyd
"Nusi Maratta menggeleng, matanya merebak basah, ""Pergilah, Sri.",eyd
Aku hanya menghambat kalian.,eyd
"Aku sudah tidak bisa kemana-mana lagi.""",eyd
"""Maafkan Ibu yang selama ini memperlakukanmu amat kasar, Sri.",eyd
Sungguh maafkan Ibu.,eyd
"Bertahun-tahun Ibu benci sekali dengan takdir perginya Bapakmu, hingga Ibu abai, ada cara terbaik sebaliknya untuk menerima takdir kejam itu, dengan memeluknya.",eyd
"Persis seperti yang kamu lakukan.""",eyd
Sri berusaha membongkar papan di atas tubuh Ibunya.,eyd
"""Maafkan Ibumu, Nak....",eyd
Aku sungguh keliru....,eyd
"Kita seharusnya lebih banyak bicara satu sama lain, agar bisa melewati masa-masa sulit bersama.",eyd
Seperti seorang Ibu yang bicara dengan anak gadisnya....,eyd
"Dulu, selalu menyenangkan mengobrol bersamamu.",eyd
"Selalu menyenangkan...."" Nusi Maratta terisak, ""Pergilah, Sri.",eyd
"Selamatkan adikmu, jaga dia.""",eyd
"Sia-sia, papan itu terlalu besar, Sri tidak berhasil menggerakkannya, kaki Ibunya masih terjepit.",eyd
Ujung papan sekarang sudah dikunyah nyala api.,eyd
"""Ka\"" Tilamuta yang berada di punggung Sri mencicit ketakutan, menunjuk sesuatu.",eyd
"Sri menoleh, api juga telah membakar pintu kamar.",eyd
"Dia tidak punya waktu lagi, sekarang atau tidak sama sekali.",eyd
"Sebelum benar-benar amat terlambat, dia harus memilih, tetap mengotot membebaskan Ibunya tapi itu beresiko mereka bertiga tidak selamat, atau membawa Tilamuta keluar rumah secepat mungkin.",eyd
Sri untuk terakhir kalinya bersitatap dengan Nusi Maratta.,eyd
"""Pergilah, Nak.",eyd
"Dan maafkan Ibu selama ini....""",eyd
"Menggigit bibir, Sri mengangguk.",eyd
"Dia memegang adiknya erat-erat, kemudian berlari keluar kamar.",eyd
Tubuh gempal itu gesit melewati nyala api yang telah membakar ruang depan.,eyd
Lincah menghindari percik bunga api dan reruntuhan atap sirap.,eyd
"Tiba di teras, tubuhnya terhuyung jatuh.",eyd
Ode dan beberapa pemuda lain yang ikut naik ke atas rumah karena cemas menunggu Sri keluar segera membantu.,eyd
Rumah panggung besar Nugroho habis terbakar.,eyd
"Nusi Maratta meninggal, tubuhnya nyaris tidak dikenali lagi bersama puing-puing.",eyd
"Tapi Sri Rahayu berhasil menyelamatkan adiknya, Tilamuta.",eyd
Kembali ke masa kini.,eyd
Teras rumah Pak Tua.,eyd
La Golo termangu.,eyd
Mulutnya ternganga lebar.,eyd
Zaman yang duduk di sebelah menulis kalimat terakhir dari kisah Pak Tua di buku catatannya: Tilamuta selamat.,eyd
Itu fakta yang amat penting dalam investigasinya.,eyd
"""Demikianlah kisah tentang gadis kecil di foto lama ini."" Pak Tua menghembuskan nafas perlahan, ""Tentang Sri Rahayu, anak yang dikutuk.",eyd
"Lima tahun dia diperlakukan buruk oleh ibu tirinya, di detik terakhir, dia justeru membalasnya dengan rela mati demi bisa menyelamatkan Ibunya.""",eyd
"""Cerita ini luar biasa.",eyd
"Pak Tua."" La Golo akhirnya bersuara, ""Ini tidak hanya layak ditulis menjadi berita oleh Pak Zaman di korannya, tapi juga bahkan menjadi novel best seiler.""",eyd
"Pak Tua terkekeh pelan, mengangguk.",eyd
"""Apa yang terjadi setelah kebakaran tersebut.",eyd
"Pak Tua?"" Zaman bertanya, dia harus tahu episode berikut kehidupan Sri, agar dia bisa menelusuri apakah Tilamuta masih hidup atau tidak.",eyd
Harta 19 trilyun itu mungkin punya pewaris sahnya sekarang.,eyd
"Pak Tua mengusap rambut putih, ""Seminggu kemudian, Sri dan Tilamuta meninggalkan Pulau Bungin.",eyd
Tuan Guru Bajang datang menemuinya.,eyd
Menawarkan kesempatan kepada Sri untuk belajar di madrasah milik kerabatnya di pedalaman Jawa.,eyd
Tidak ada lagi yang tersisa bagi Sri di pulau ini.,eyd
"Ibu tirinya telah meninggal, wasiat Bapaknya agar dia selalu patuh dan menurut pada Nusi Maratta sudah tuntas.",eyd
Dia bebas kemanapun menentukan hidupanya.,eyd
"""Tawaran Tuan Guru adalah ide yang bagus.",eyd
Ayahku dan tetua lain setuju.,eyd
"Gayung bersambut, Sri juga ingin kembali sekolah.",eyd
